MLS,sold_price,zipcode,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21530491,5300000.0,85637,2154.0,5272.0,1941,13,10.0,10500.0,0.0,"Dishwasher, Freezer, Refrigerator, Oven",6,"Mexican Tile, Wood",0
21529082,4200000.0,85646,1707.0,10422.36,1997,2,2.0,7300.0,0.0,"Dishwasher, Garbage Disposal",5,"Natural Stone, Other",0
3054672,4200000.0,85646,1707.0,10482.0,1997,2,3.0,3512.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",5,"Natural Stone, Other: Rock",0
21919321,4500000.0,85646,636.67,8418.58,1930,7,5.0,9019.0,4.0,"Dishwasher, Double Sink, Pantry: Butler, Refrigerator",4,"Ceramic Tile, Laminate, Wood",0
21306357,3411450.0,85750,3.21,15393.0,1995,4,6.0,6396.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Concrete",55
21528016,3250000.0,85718,1.67,27802.84,1999,3,4.0,6842.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood, Other",422
21610478,2400000.0,85712,2.1,19038.42,2001,9,8.0,12025.0,4.0,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21211741,2500000.0,85750,1.07,21646.0,2011,6,8.0,8921.0,4.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",220
21324646,3700000.0,85718,6.73,25094.39,2002,5,7.0,5238.0,3.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood, Other",421
21812010,3250000.0,85750,3.53,18936.11,2007,5,6.0,6480.0,3.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In",2,"Carpet, Concrete",141
21900396,2776518.0,85640,147.18,7330.36,1935,5,5.0,5067.0,5.0,"Freezer, Refrigerator, Appliance Color: Stainless, Countertops: wood and granite, Oven: 2 ovens-Main 1-GH",5,"Concrete, Natural Stone, Wood",0
21131956,2050000.0,85718,1.65,24353.0,2009,5,6.0,7230.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",357
21217839,2100000.0,85637,29.6,11723.0,1995,6,7.0,6454.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Natural Stone, Wood",0
21625369,2200000.0,85658,1.82,5198.58,2015,4,6.0,5826.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,148
21534099,3000000.0,85739,0.0,29669.0,2008,3,3.0,3095.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21225585,2600000.0,85739,0.0,18044.0,2008,3,3.0,3095.0,0.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21700487,3000000.0,85750,3.1,24040.26,2002,3,6.0,7756.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite",3,"Carpet, Natural Stone",142
21300933,2500000.0,85718,1.25,19565.2,2010,4,5.0,5338.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",173
21324339,2600000.0,85739,0.0,17567.18,2008,3,3.0,3095.0,0.0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21400806,2800000.0,85750,93.0,22320.0,1983,4,5.0,6050.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone, Wood",167
21207846,2600000.0,85739,0.0,8753.35,2008,3,3.0,3095.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21301309,2000000.0,85750,0.64,11322.0,2001,5,6.0,7471.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood, Other",123
21503191,2400000.0,85718,3.42,22655.99,2005,4,7.0,6356.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",421
21331920,1950000.0,85718,13.16,16354.0,1936,7,8.0,5645.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",7,"Carpet, Concrete, Mexican Tile",0
21701192,2400000.0,85750,0.64,13519.82,1998,3,4.0,4651.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble",3,"Carpet, Ceramic Tile, Natural Stone",300
21828650,2550000.0,85718,2.84,22070.48,2004,5,8.0,8110.0,4.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite",6,"Carpet, Concrete, Natural Stone, Wood",194
21830939,2600000.0,85739,0.15,30072.26,2008,3,3.0,3095.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer",3,"Natural Stone, Wood",0
21810373,2350000.0,85658,13.0,31275.0,2007,3,5.0,5391.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",6,Concrete,342
21332804,2175000.0,85718,1.27,21795.32,1997,5,6.0,7132.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",422
21424469,2500000.0,85609,1048.18,2441.6,1985,2,2.0,2895.0,0.0,"Refrigerator, Oven",1,"Carpet, Mexican Tile, Other",0
21906412,2350000.0,85750,1.55,5931.0,2018,6,6.0,6083.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,Natural Stone,240
21903141,2100000.0,85718,1.01,5785.0,2019,4,5.0,5767.0,3.0,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless",3,"Carpet, Other: Porcelain",437
21402096,1900000.0,85750,1.16,16714.0,2002,4,4.0,5333.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",112
21120740,2050000.0,85718,3.22,26856.69,2010,4,6.0,6226.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",199
21032556,2150000.0,85718,1.91,20960.92,2000,4,6.0,6224.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",357
21307177,2495000.0,85637,131.0,1220.32,0,13,15.0,13000.0,0.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Mexican Tile",0
21709268,2000000.0,85718,3.72,16276.0,1935,7,6.0,7569.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood",0
21728051,2200000.0,85750,2.2,20084.0,2002,4,4.0,5333.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",178
21320351,2200000.0,85640,147.18,3902.0,1935,5,5.0,4317.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Mexican Tile",0
4113243,2200000.0,85640,147.18,3902.44,1935,5,4.5,4963.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator",4,"Carpet, Mexican Tile",0
21221120,2224506.0,85658,0.77,1286.59,2012,3,4.0,4724.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21801268,2152700.0,85718,1.55,16052.89,2009,5,7.0,6755.0,3.0,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless",4,"Carpet, Natural Stone, Wood",258
21300209,1900000.0,85718,1.08,26642.7,2008,5,8.0,7831.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood",0
21911058,2110000.0,85718,2.66,20530.88,2012,4,7.0,7150.0,4.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf",4,"Carpet, Natural Stone, Vinyl",188
21824716,2331000.0,85718,1.26,6656.2,2018,4,6.0,5550.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",1,Ceramic Tile,169
21512684,2200000.0,85755,3.16,26641.26,2002,4,7.0,7280.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",124
21707019,2296443.0,85658,0.91,1896.71,2018,3,4.0,4850.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator",2,"Carpet, Natural Stone",550
21605559,2197500.0,85750,1.14,7292.0,2016,6,6.0,6202.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21600003,1850000.0,85658,8.41,22677.81,2008,4,8.0,7182.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",6,"Natural Stone, Wood",320
21818418,1800000.0,86024,59.3,4509.9,2003,2,3.0,1999.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Microwave: built in",1,"Carpet, Wood, Other: Brick",0
21602043,1800000.0,85750,1.32,20206.0,2002,4,7.0,6800.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Wood, Other",142
21304804,1720000.0,85750,19.0,14631.69,1954,3,5.0,5042.0,0.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Ceramic Tile, Mexican Tile, Wood",0
21633384,1950000.0,85755,1.18,21063.0,2002,4,6.0,6622.0,6.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite",3,"Carpet, Natural Stone, Other: Brick Pavers",213
21424173,2150000.0,85739,0.0,19060.81,2008,2,3.0,2729.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",0
21521984,2037500.0,85718,3.26,32442.22,2003,3,5.0,9630.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",421
21704772,1920000.0,85718,1.27,24316.0,1997,5,6.0,7132.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",422
21419075,1999500.0,85718,1.09,15250.76,2002,4,5.0,5795.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
21601233,1750000.0,85718,1.31,10956.02,1994,4,6.0,4907.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21317132,2117552.0,85658,0.63,1340.87,2014,3,4.0,3276.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21528215,2000000.0,85749,3.72,17077.5,2004,5,5.0,8265.0,5.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",105
21706549,1995000.0,85750,1.15,3292.0,2017,6,6.0,6107.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",3,Natural Stone,55
21816349,2000000.0,85715,103.0,7069.16,1967,3,5.0,3969.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: granite, Microwave: yes, Oven: yes",1,Wood,0
21808178,1295000.0,85637,273.03,8411.94,1995,3,4.0,2681.0,6.0,Dishwasher,1,Mexican Tile,0
21921151,1950000.0,85658,3.57,14425.8,2013,2,3.0,3140.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall",3,"Carpet, Ceramic Tile, Natural Stone",148
21500672,1775000.0,85658,0.46,14748.57,2008,5,6.0,5349.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",550
21427645,1600000.0,85750,1.04,14202.0,1994,5,8.0,6677.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Concrete, Natural Stone, Wood",220
21513759,1995000.0,85718,1.88,27781.84,2004,4,6.0,6236.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",422
21229338,1800000.0,85712,2.1,23156.58,2001,9,8.0,10258.0,4.0,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21304760,1750000.0,85718,1.22,10780.0,2004,5,5.0,5338.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,159
21806714,1897000.0,85750,1.32,21910.0,2002,4,7.0,6800.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: Oven",4,"Carpet, Wood, Other: Flagstone",142
21800057,1800000.0,85718,1.42,4127.07,2018,5,6.0,5634.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",3,"Carpet, Natural Stone",193
21902520,1950000.0,85715,1.97,10191.82,2013,4,6.0,5097.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: slate/honed Granite, Microwave: Thermador, Oven: Thermador",4,"Ceramic Tile, Concrete, Wood, Other: Marble-Master Bath",69
21826787,1800000.0,85718,5.28,12074.17,1943,5,4.0,5324.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: GRANITE",3,Concrete,0
21909947,1950000.0,85718,1.57,3767.38,2019,4,6.0,4714.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",2,Concrete,208
21905469,1500000.0,85658,4.15,23880.63,2009,3,4.0,5440.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Gas",3,Ceramic Tile,342
21129203,1795000.0,85718,0.86,12529.0,2005,5,5.0,6299.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21731870,1700000.0,85749,18.17,8602.57,1953,4,4.0,2385.0,0.0,Electric Range,2,"Ceramic Tile, Concrete",0
21604057,1751330.0,85718,1.16,21083.04,2009,5,6.0,7756.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",169
21616189,1775000.0,85718,2.66,25315.81,2012,4,7.0,7150.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",168
21202108,1900000.0,85750,1.3,11690.67,2006,4,5.0,5843.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete",191
21226060,1912500.0,85718,2.22,16702.0,2008,5,8.0,6602.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",194
21222026,1890000.0,85715,1.17,8437.36,1968,4,5.0,4801.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2,"Concrete, Wood",79
21801745,1750000.0,85718,3.81,15484.0,1982,4,6.0,6354.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Countertops: granite, Microwave: Wolf, Oven: Wolf",4,"Carpet, Natural Stone",0
21900189,1860000.0,85718,1.09,5943.38,2018,5,5.0,5764.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",3,"Carpet, Ceramic Tile, Natural Stone",157
21728412,1825000.0,85718,1.02,18578.95,1995,5,7.0,7451.0,3.0,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Oven: Double",4,"Ceramic Tile, Natural Stone, Wood, Other: Marble, Granite",323
21506488,1400000.0,85750,0.32,7434.0,1999,3,4.0,3058.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",0
21230229,1700000.0,85718,0.0,17874.58,2005,5,6.0,6719.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,250
21111686,1750000.0,85718,1.08,16026.21,2006,5,6.0,6264.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,158
21409830,1909299.0,85658,0.46,1609.59,2015,3,4.0,3276.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21625846,1750000.0,85749,3.71,13947.44,2005,4,6.0,6239.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",127
21722350,1658695.0,85718,2.18,23203.0,2001,4,7.0,7185.0,3.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis",2,"Carpet, Ceramic Tile, Other: Marble",422
21604114,1675000.0,85718,1.15,17921.0,2007,4,5.0,5813.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",169
21619445,1800000.0,85658,2.0,1974.0,2016,3,4.0,5000.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Other",149
21705708,1960000.0,85718,4.2,17435.04,2001,5,8.0,7043.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone",83
21204564,1600000.0,85658,0.65,5121.0,2011,3,4.0,3625.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",118
21317138,1680000.0,85750,1.26,3646.42,2013,5,5.0,5432.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21221092,1750000.0,85658,0.47,11139.1,2008,4,5.0,4724.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,550
21901825,1937000.0,85658,0.58,1989.9,2019,4,5.0,3620.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range",2,Natural Stone,550
21409831,1831392.0,85658,0.46,1609.59,2015,3,4.0,3276.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21412375,1650000.0,85658,4.15,18658.0,2009,3,4.0,5440.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",3,Concrete,250
21522589,2100000.0,85718,1.55,15668.99,2009,5,7.0,6755.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21814436,1450000.0,85624,164.3,0.0,1997,1,1.0,3576.0,0.0,Missing: All Appliances,0,Concrete,0
21326674,1700000.0,85750,1.12,17898.0,2002,4,5.0,6400.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Natural Stone",123
21601186,1625000.0,85718,4.01,17309.98,1981,5,6.0,6050.0,3.0,"Dishwasher, Refrigerator, Microwave",9,"Concrete, Wood",0
21601560,1500000.0,85718,1.36,14846.62,2003,4,5.0,5276.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",158
21705735,1744900.0,85658,2.19,16352.08,2008,3,4.0,4817.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",142
21206095,1650000.0,85658,3.3,13874.6,2008,4,5.0,6496.0,4.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",4,Concrete,0
21417996,1700000.0,85755,1.77,7204.38,2012,4,5.0,4321.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",142
21422109,1650000.0,85750,1.0,12094.04,2006,4,5.0,5600.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",0
21615519,1715000.0,85750,1.02,15580.64,2003,5,6.0,6238.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,219
21512252,1700000.0,85658,0.85,1795.34,2014,4,5.0,4724.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
21202800,1500000.0,85750,1.04,12870.0,1998,4,6.0,5838.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Wood, Other",88
21218186,1500000.0,85750,0.83,15541.0,2007,3,4.0,5112.0,4.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21304206,1600000.0,85755,1.02,12718.0,2008,3,4.0,4411.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,153
21704185,1550000.0,85658,2.06,15981.8,2007,3,4.0,3670.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",127
21823642,1695000.0,85718,1.11,19110.45,2008,6,6.0,7855.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave: Stainless, Oven: 2 OVENS",3,"Carpet, Natural Stone, Wood",180
21713244,1645000.0,85718,0.97,13214.97,2011,6,5.0,5443.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",4,"Carpet, Natural Stone",259
21402064,1450000.0,85750,6.52,12737.71,1993,4,5.0,4897.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",128
21123657,1700000.0,85750,0.48,10061.0,1998,3,3.0,3871.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Ceramic Tile",117
21509039,2272554.0,85658,2.45,2593.23,2015,3,4.0,4724.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
21525697,1768000.0,85658,0.6,1795.34,2016,3,4.0,4100.0,3.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21808730,1865705.0,85658,0.61,1989.9,2018,3,4.0,3300.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",3,"Carpet, Natural Stone",0
21427813,1600000.0,85715,1.06,9301.41,2002,5,5.0,5954.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",48
21513530,1675000.0,85745,3.4,9083.19,2008,4,4.0,6550.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",0
21609967,1610000.0,85718,1.0,5178.0,2016,4,5.0,4427.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,153
21303975,1600000.0,85718,3.5,11720.0,2000,4,7.0,7037.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",130
21300903,1600000.0,85658,1.7,18373.0,2008,4,5.0,6050.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",132
21714557,1647313.0,85750,0.5,17095.0,1998,6,8.0,8213.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",135
21905180,1690000.0,85718,1.48,13525.0,2005,5,5.0,4779.0,4.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless",3,"Natural Stone, Wood",157
21721961,1695000.0,85658,1.5,21602.0,2008,4,5.0,5376.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: GRANITE",3,"Natural Stone, Wood",152
21902018,1595000.0,85750,0.86,15324.8,2000,5,6.0,6938.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",3,"Carpet, Concrete, Laminate, Natural Stone",33
21731602,1375000.0,85658,2.53,20352.72,2006,4,6.0,5743.0,4.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",143
21911822,1900000.0,85718,2.09,12326.0,1993,4,4.0,5022.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Prep Sink, Refrigerator, Appliance Color: Stainless",4,"Carpet, Ceramic Tile, Concrete",5
21528436,1500000.0,85658,2.06,15711.3,2007,3,4.0,3670.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",143
