MLS,sold_price,zipcode,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
4113651,900000.0,85646,34.45,3354.1,1964,3,3.0,2759.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Countertops: Laminate, Missing: Range",2,Concrete,0
21921659,952000.0,85742,10.0,11706.28,1997,4,3.0,4736.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless",2,Concrete,0
21328321,1125000.0,85715,0.45,10604.53,2004,5,7.0,5064.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",79
21412125,1080000.0,85718,1.11,6919.67,2004,4,4.0,4182.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,5
21418106,1025000.0,85658,1.75,11741.99,2002,4,4.0,3417.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",143
21701470,1110000.0,85755,3.38,10482.65,1998,5,5.0,4804.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",34
21900701,1075000.0,85750,0.65,10875.74,1993,4,3.0,3751.0,3.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Tile, Microwave: Oven, Oven: Stainless",2,Mexican Tile,150
21910608,1100000.0,85750,0.6,10703.48,1988,5,5.0,5272.0,3.0,"Compactor, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Two Ovens",2,"Natural Stone, Wood",37
21332108,1055000.0,85755,1.57,3722.21,2014,4,4.0,4100.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",153
21424494,1050000.0,85718,1.45,12073.89,1994,5,5.0,6105.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",194
21627253,1110000.0,85718,1.65,7631.92,1985,3,3.0,3902.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",193
21228273,850000.0,85718,3.65,8864.45,1995,4,5.0,4594.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Wood",120
21527635,1095000.0,85718,1.14,9240.24,1999,5,5.0,4508.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete",146
21502341,950000.0,85755,2.36,13379.76,2012,4,5.0,3757.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile, Concrete",166
21427248,1100000.0,85718,1.18,7895.0,2003,4,4.0,4128.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",173
21618752,1055000.0,85755,1.05,16162.97,2014,3,4.0,3903.0,3.0,"Dishwasher, Microwave, Oven",1,Natural Stone,194
21810978,1125000.0,85718,1.1,10826.92,1999,4,5.0,3920.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Y, Oven: Y",2,"Carpet, Ceramic Tile",157
21920015,1050000.0,85715,0.67,9333.81,1968,6,5.0,5340.0,2.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Almond, Countertops: Slate, Microwave: Yes, Oven: Yes",3,"Carpet, Wood",119
21918621,1050000.0,85658,0.33,9638.86,2015,4,4.0,3400.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Drawer, Oven: Double",2,"Carpet, Natural Stone, Wood",0
21806975,1060000.0,85718,0.95,11410.94,2006,4,4.0,3935.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator",2,"Ceramic Tile, Wood",157
21314720,950000.0,85737,1.08,8161.82,2001,4,4.0,4701.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",50
21328095,991000.0,85745,20.0,11877.37,2006,4,5.0,4347.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Concrete, Mexican Tile",0
21401084,1058000.0,85718,1.86,8627.85,2001,4,6.0,4304.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Mexican Tile,159
21403354,1000000.0,85718,0.84,4441.0,1977,4,3.0,4040.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",155
21415524,987500.0,85750,0.36,6909.91,1999,3,3.0,3041.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",123
21431480,1050000.0,85755,1.01,9266.91,2001,5,4.0,3778.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Other,200
21505185,975000.0,85750,1.33,6725.8,1998,3,4.0,3663.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",50
21505336,1050000.0,85755,1.94,11899.92,1998,4,4.0,4172.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Concrete",299
21518159,1000000.0,85718,1.23,9491.69,1993,5,4.0,6167.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",179
21607470,970000.0,85718,1.25,12343.0,1999,5,5.0,4935.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Other",52
21604894,1015000.0,85718,1.21,7800.3,1992,4,4.0,5738.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",258
21530040,900000.0,85718,3.77,11734.71,1982,4,3.0,5443.0,2.0,"Dishwasher, Garbage Disposal, Oven",3,"Carpet, Ceramic Tile",258
21611585,1035000.0,85718,2.41,9672.47,1984,4,4.0,4861.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",0
21618940,1045000.0,85755,1.55,14681.35,2006,4,5.0,5303.0,4.0,"Dishwasher, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",175
21100225,975000.0,85658,2.16,11751.8,2004,3,4.0,3703.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",143
21123562,1065000.0,85718,0.87,8177.02,1999,5,4.0,4874.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",154
21211734,1160000.0,85718,2.69,13167.0,2001,3,4.0,4214.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Natural Stone, Wood",159
21230338,1040000.0,85755,1.21,8762.0,2006,5,5.0,4107.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",170
21307743,1020000.0,85755,1.64,14677.0,2000,5,6.0,5927.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",107
21318982,900000.0,85745,7.74,18509.3,2013,5,6.0,9284.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Ceramic Tile, Wood, Other",250
21629042,1100000.0,85718,1.99,10011.37,1991,4,5.0,4954.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",4,Other,193
21716922,1032500.0,85718,1.16,9689.0,1999,5,3.0,3593.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,"Carpet, Mexican Tile",157
21729041,910000.0,85718,1.03,9730.0,1994,5,6.0,5418.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: double",1,"Carpet, Ceramic Tile, Wood",270
21805231,995000.0,85745,3.31,12426.0,2008,4,5.0,4920.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: Electric",3,"Carpet, Natural Stone",125
21804537,1000000.0,85646,1.1,6089.98,2002,3,3.0,4064.0,3.0,"Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Double",3,"Carpet, Ceramic Tile",21
21731756,895000.0,85749,11.57,26110.0,1948,19,18.0,12154.0,0.0,"Dishwasher, Garbage Disposal, Pantry: Walk-In, Refrigerator",3,"Carpet, Mexican Tile, Other: Multiple Types",0
21824260,1100000.0,85718,0.94,9831.63,1976,4,4.0,5084.0,4.0,"Dishwasher, Garbage Disposal, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Missing: Wine Cooler",2,"Carpet, Natural Stone, Wood",0
21831681,1050000.0,85718,8.0,14658.91,1969,8,7.0,7350.0,0.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Oven: double",3,"Carpet, Vinyl, Wood",0
21831408,985000.0,85718,0.82,10274.5,2008,4,4.0,3438.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1,"Carpet, Natural Stone",150
21900102,1050000.0,85749,3.35,9885.51,1999,5,4.0,4205.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Appliance Color: Stainless, Countertops: Mex Tile, Microwave: Built In",4,"Carpet, Mexican Tile",100
21900898,1043320.0,85718,2.06,9432.81,1958,5,6.0,4897.0,2.0,"Dishwasher, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: quartz",1,"Carpet, Concrete",0
21901305,925000.0,85755,1.0,12829.0,2005,4,4.0,4395.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator",5,"Carpet, Natural Stone",194
21731855,1040000.0,85718,0.92,12042.39,2016,5,6.0,4757.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: granite / quartzite, Microwave: two built in, Oven: Double oven",1,Ceramic Tile,135
21409408,1010000.0,85718,1.48,16796.89,2005,5,7.0,7284.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete, Other",150
21208845,1050000.0,85755,0.9,15729.91,2008,4,6.0,5056.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",153
21406051,1000000.0,85750,0.83,8846.99,1995,5,6.0,5800.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood, Other",50
21415485,985000.0,85718,1.0,8540.73,2001,4,3.0,3528.0,3.0,"Compactor, Dishwasher, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",159
21426978,1043000.0,85718,0.73,8179.16,1996,5,4.0,4445.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile",58
21619675,1025000.0,85750,1.15,10270.51,2010,4,4.0,4325.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,52
21621018,1050000.0,85750,3.78,9586.5,1994,3,3.0,3841.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",0
21324947,1084000.0,85750,0.69,9668.76,1996,4,4.0,5023.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",123
21701610,1050000.0,85750,0.41,9819.93,1993,4,4.0,3943.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",142
21711580,1005000.0,85718,1.88,10852.82,2004,4,4.0,4512.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless",5,"Carpet, Natural Stone",131
21727137,1025000.0,85718,0.77,9436.1,1990,2,4.0,3962.0,2.0,"Compactor, Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: corian",3,"Carpet, Laminate, Natural Stone, Wood",84
21715561,990000.0,85718,0.96,11454.4,2001,5,5.0,4089.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone, Wood",157
21725825,1020000.0,85750,1.07,10807.0,1992,4,4.0,4061.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",2,"Carpet, Ceramic Tile, Natural Stone",233
21828242,1050000.0,85737,3.36,12059.68,2005,5,4.0,3870.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: Double GE Monogram",2,"Carpet, Natural Stone",138
21613347,900000.0,85718,8.0,12118.4,1980,5,5.0,5551.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Ceramic Tile, Mexican Tile",4
21809401,1040000.0,85750,3.75,9909.46,1994,3,3.0,3841.0,3.0,"Dishwasher, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Stainless in butl, Oven: Wolf & Viking dbl ov",3,Natural Stone,0
21626592,1030000.0,85719,0.33,8547.46,1954,4,5.0,3549.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,0
21509802,1050000.0,85658,0.8,12953.0,2013,3,4.0,3519.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",221
21627427,1095000.0,85718,0.88,16006.87,1989,4,4.0,6069.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",303
21628015,1085000.0,85718,1.0,10381.7,1992,5,5.0,5154.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,12
21200742,1010000.0,85718,0.88,4031.0,2011,4,5.0,3810.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood",140
21214479,1045000.0,85718,2.28,11057.0,1992,4,5.0,4712.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile",194
21218507,1000000.0,85718,0.91,15074.94,2005,4,4.0,4727.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",158
21804780,980000.0,85755,2.35,10934.98,1997,4,4.0,3812.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",3,"Carpet, Other: Brick",132
21830431,1022500.0,85718,1.42,13054.82,1988,5,5.0,5875.0,4.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Oven, Oven: Stainless",3,"Carpet, Natural Stone",193
21904757,1065000.0,85718,1.0,12818.9,2003,5,5.0,4946.0,3.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: White, Countertops: GRANITE, Microwave: YES, Oven: YES",3,"Carpet, Natural Stone",157
21901244,1030000.0,85750,1.46,7264.84,1996,4,3.0,3929.0,3.0,"Desk, Dishwasher, Double Sink, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Double",3,"Carpet, Natural Stone, Wood",58
21900616,930000.0,85719,0.43,5497.0,1937,6,5.0,4717.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: Granite + concrete, Microwave: shelf + builtin",5,"Ceramic Tile, Concrete, Wood",0
21723639,1090740.0,85755,2.88,11.75,2017,4,2.0,3339.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis",2,Ceramic Tile,212
21502731,1090000.0,85718,1.2,7678.0,2005,5,4.0,4482.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Ceramic Tile",100
21300387,1015000.0,85718,0.97,9620.36,2002,3,4.0,3829.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",159
21829582,1090000.0,85718,3.35,4346.49,1937,5,3.0,2973.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz/Marble, Microwave: Built In, Oven: Yes",4,"Carpet, Ceramic Tile, Concrete, Vinyl",4
21408054,1050000.0,85750,0.39,10246.0,1993,4,5.0,5082.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile",122
21516416,1050000.0,85718,2.0,9057.79,1988,4,5.0,5235.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",5,Natural Stone,193
21226192,993000.0,85718,0.89,10795.75,2005,3,5.0,4169.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile",45
21301765,975000.0,85718,1.17,9010.4,2009,4,4.0,4200.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete, Wood",0
21917367,1084009.0,85658,3.32,2738.41,2019,3,4.0,3514.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Wet Bar, Appliance Color: Stainless, Microwave: GE Monogram",1,"Carpet, Other: Porcelain tile",0
21500005,1000000.0,85658,0.7,10171.0,2007,4,4.0,3720.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",117
21805103,961000.0,85755,4.38,10941.05,1995,4,5.0,5433.0,7.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Mexican Tile, Natural Stone",0
21812838,985110.0,85750,1.18,21370.94,2003,5,5.0,6328.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar",4,"Carpet, Natural Stone, Wood",425
21501660,970000.0,85749,1.46,8766.03,2007,4,4.0,4040.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",171
21426583,1000000.0,85658,1.35,14755.88,2008,4,4.0,4348.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",143
21040019,965000.0,85737,2.59,10137.9,1999,4,3.0,4763.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Mexican Tile",45
21202752,1025000.0,85712,9.37,10349.0,1974,7,7.0,8177.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Ceramic Tile, Concrete, Vinyl",0
21312891,1100000.0,85718,1.07,13249.1,2006,4,4.0,4305.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Other",172
21313656,950000.0,85718,0.95,9703.08,1993,3,4.0,4180.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone",242
21705468,1055000.0,85749,6.62,11618.51,2015,4,5.0,3821.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Wood",0
21800120,982000.0,85748,3.34,9414.32,1996,5,4.0,4786.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Installed, Oven: Double",4,"Carpet, Ceramic Tile",68
21809623,1000000.0,85718,1.59,9029.83,2006,5,3.0,3402.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: built in, Oven: Gas",2,"Concrete, Wood",195
21727447,900000.0,85658,1.36,13196.96,2003,3,4.0,3978.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite, Oven: Double Ovens",5,"Carpet, Ceramic Tile",143
21224223,1073942.0,85658,0.29,845.18,2013,2,3.0,1985.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21621890,977000.0,85718,1.11,5709.0,1980,4,5.0,4120.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Concrete, Wood",0
21700984,1045000.0,85718,0.83,11953.67,2005,4,5.0,4631.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Countertops: granite",3,"Carpet, Natural Stone",157
21433363,960000.0,85718,1.71,10816.77,2004,4,5.0,4743.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",194
21619925,1095084.0,85742,0.84,2476.7,2019,4,5.0,4570.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator",0,"Carpet, Ceramic Tile",75
21604918,950000.0,85718,0.99,9379.0,1965,5,5.0,5100.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",258
21624670,990000.0,85737,0.81,8323.66,2008,3,4.0,3306.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Concrete,71
21723645,1053649.0,85755,1.53,3171.39,2018,3,2.0,2635.0,3.0,"Dishwasher, Freezer, Island, Pantry: Walk-In, Refrigerator",1,Ceramic Tile,212
21313464,975000.0,85718,0.73,5229.89,2002,4,4.0,3438.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Concrete,0
21405055,1040000.0,85750,2.62,9785.0,2006,4,4.0,4314.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Natural Stone, Wood",110
21228360,1020000.0,85755,1.2,8774.21,1998,4,4.0,3955.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Other",200
21513808,1035000.0,85750,0.84,9929.66,1988,3,4.0,4104.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",3,"Carpet, Ceramic Tile, Wood",135
21203738,1050000.0,85712,4.09,6953.23,1997,3,4.0,4109.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Concrete,0
21305296,1010000.0,85718,0.95,10388.0,2001,3,3.0,3618.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",159
21302505,950000.0,85718,0.89,10151.0,2005,3,3.0,3408.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2,Concrete,160
21307861,895000.0,85742,3.3,8950.56,2007,4,7.0,6174.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone, Wood",0
21306122,1050000.0,85755,1.27,21971.0,2001,5,6.0,6213.0,3.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Other",153
21701792,935000.0,85739,0.47,7487.2,2004,3,4.0,3658.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Natural Stone",165
21801945,1090000.0,85712,1.31,10303.57,1986,3,4.0,5010.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless",5,"Carpet, Concrete",0
21412586,1025000.0,85750,0.85,8377.0,1999,4,4.0,3437.0,7.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",40
21508782,950000.0,85750,1.0,7046.76,2002,3,4.0,3662.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",41
21514756,1005000.0,85750,1.06,6993.42,1994,4,4.0,3579.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Mexican Tile",58
21700546,1040000.0,85718,1.43,12215075.0,1987,4,4.0,5729.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Ceramic Tile, Natural Stone",193
21704031,975000.0,85718,1.01,10288.84,1999,4,4.0,3875.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",5,"Carpet, Mexican Tile",157
21206793,1001000.0,85718,1.0,9248.0,2002,3,4.0,3373.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",159
21128668,1004965.0,85718,0.87,9928.92,1986,4,4.0,3734.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile",250
21627514,1010000.0,85750,1.02,8915.85,1991,4,5.0,5036.0,3.0,"Compactor, Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Other",44
21708035,967500.0,85715,1.84,12574.07,1973,7,9.0,7477.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Appliance Color: Stainless, Countertops: Granite",5,"Carpet, Mexican Tile",48
